example,found_phrase,true_index,pred_index,true_sense,pred_sense,correct_index,correct_sense
Товарищи учащиеся! Наша задача: пойти на вокзал и разгрузить вагон с дровами. Вопрос ставлю на голосование. Кто за — =поднимите руки=.,на голос,159,15,4,2,False,False
"И все теперь знают: воруй все подряд, что =под рукой=.",под рукой,161,161,1,3,True,False
"— Что у нее за семья, как она воспитывалась, кто =приложил руки= к ее развитию?",приложил руки,165,165,2,1,True,False
"Один из них, самый высокий, =приложил руку к= козырьку фуражки и стал медленно удаляться от дома.",дома,165,82,1,1,False,False
"Волкомич покрутился возле станочников, заглянул в ящик с отходами, выбрал для себя несколько ломаных сверл и три сработанных фрезы. Им это отходы, а ему =руку приложить= — и будет в самый раз.",в самый раз,165,36,2,1,False,False
"У открытой могилы, =рука об руку=, стояли родители Нади, приехавшие из Серпухова, старые, маленькие, коренастые, он — в поношенной шинели с зелеными кантами, она — в старенькой шубе и в приплюснутой шляпке.",рука об руку,174,174,1,2,True,False
"Второй части респект за мясо, но идея уже =сама по себе= не ахти какая.",сама по себе,175,175,2,1,True,False
"Примечания переводчика, =сами по себе= разумные, немногочисленны и ни в какой мере комментариев не заменяют.",сами по себе,175,175,2,1,True,False
"А маринованные огурчики «Помидор ПРОМ» (720 г, 84 ккал) от ОАО «Волгоградский Губернский Консервный Холдинг» хороши как в салате, так и =сами по себе=.",сами по себе,175,175,2,1,True,False
"Как я тогда завидовала мальчику-соседу Алеше, что у них есть такой инструмент, на котором не надо нажимать на клавиши (только ногами на педали), и музыка получается =сама собой=!",сама собой,176,176,1,3,True,False
ну и деньги =само собой= и одежда для этих условий.,само собой,176,176,3,2,True,False
"Как только обозначается рабочий день, примерно раз в месяц, иногда чаще, иногда реже, а случается, что и два дня подряд, к Алеше подкрадывается сладкая и неопределенная истома, как перед встречей с женщиной, редко соглашающейся на свидания, он невольно начинает холить себя и нежить, дает себе выспаться, книги читает спокойные, эпического и чистого письма, окунаясь то в «дворянские гнезда» с их теплой и возвышенной жизнью под просторным небом, то в размеренное и ленивое существование старых городов, настроен в такую пору, несмотря на волнение, приподнято, по утрам вскакивает с постели быстро и радостно, то и дело застает себя за мурлыканьем какого-нибудь лирического мотива, волны вдохновения наплескивают в сердце и =сами собой= являются первые слова, которые он скажет и от которых заранее хмелеет.",сами собой,176,176,1,2,True,False
"Помню, когда был маленьким, у нас, на Урале, их сажали в огородах рядом с гладиолусами и всякими розами. Теперь же они =сами собою= растут. Интересно.",сами собою,176,176,2,3,True,False
"А с другой стороны, взять, например, Жору — загоревший качок, а ума =с гулькин нос=, как выяснилось.",с гулькин нос,180,180,1,2,True,False
"И вот нас опять осталось =с гулькин нос=, а в этом вопросе мы за сорок лет ничуть не продвинулись.",с гулькин нос,180,180,1,2,True,False
"И тряхнула крашеной головой, и =с маху= положила ладонь на струны.",с маху,185,185,2,1,True,False
"С психическими мы вот что делаем, — и Аника =со всего размаху= пихнул ее в сугроб, — это лечит!",со всего размаху,185,185,1,2,True,False
"Лина повернулась и пошла — он бросился было за ней, но тут Нейман очень ловко подставил ему сапог, он упал и =с размаху= стукнулся об пол.",с размаху,185,185,2,1,True,False
"По выходе, счастливый и распаренный, я купил в аптечном киоске этот самый немецкий «Фигаро», облил им себя дома =с головы до пяток=, наодеколонил простыни и лег спать, видя счастливые сны из нашей будущей прекрасной жизни.",дома,186,82,2,2,False,False
"Она долго тиранила меня, ускользая, и вдруг ошеломила доступностью; и потом, беря сигарету, меланхолично заметила, что наслаждение схоже =с огнем=, поскольку и то и другое можно добыть трением.",с огнем,187,187,2,1,True,False
А лавку организовали =середь бела дня= в центре населенного пункта.,середь бела дня,189,189,1,3,True,False
"Не то, что проехать, пройти даже =средь бела дня= стало чрезвычайно опасно.",средь бела дня,189,189,1,3,True,False
"Если мы заберем деньги опережающими темпами, то в феврале будем сидеть и =сосать лапу= без этих денег», — резюмировал обозленный Сердюков.",сосать лапу,190,190,2,1,True,False
"Он открыл дверцу буфета — бутылка =стояла на месте=, — сковырнул с нее металлическую крышечку…",на месте,192,116,1,3,False,False
"Да еще Господин Некромант, вероятно, хотел подойти, потому что остается =на месте стоять=, а не выходит из зала.",на месте,192,116,1,3,False,False
Что будет со страной?» — «А что у тебя-то перевернулось?  Кровать =на месте стоит=. Водка — та же».,на месте,192,116,1,3,False,False
"Книжная жизнь столицы не то чтобы бьет ключом, но и не =стоит на месте=.",на месте,192,116,1,3,False,False
"Где припомню в любые моменты
 Непреложные факты и даты, 
 И =на месте стоят= континенты, 
 Что сегодня дрейфуют куда-то.",на месте,192,116,1,3,False,False
"Но глухой ничего не услышал, и солдат, чувствуя почему-то угрызения совести, остался =стоять на месте=.",на месте,192,116,1,3,False,False
Ни один предмет не =стоял на месте=.,на месте,192,116,1,1,False,False
"Развитие в тепличных условиях, когда «перекормленность» инвесторскими деньгами позволяла слишком много тратить на маркетинг и допускать грубые стратегические просчеты, может закончиться плачевно в условиях, когда поток инвестиций почти =сошел на нет=.",сошел на нет,194,194,2,1,True,False
"Сначала все это называлось вокально-инструментальным ансамблем, потом рок-группой, по сути оставаясь, как это называют, попсой — поскольку и певец-то был попсовый, и слава его скоро =сошла на нет=.",по сути,194,152,1,2,False,False
"Но моему студенческому поколению повезло: вроде бы шестидесятники уже =сходили на нет=, наступала эпоха застоя, а преподаватели как раз очень интересные были.",как раз,194,93,1,3,False,False
Я прямо =с ума схожу= от этого счастья. Прямо целый день готова танцевать.,с ума схожу,195,195,1,2,True,False
"Женщины говорят: без паспорта, без карточек, в чем была, — =с ума сойти=!",с ума сойти,195,195,2,1,True,False
"Они (музыканты. — Авт.), должно быть, позабыли раньше настроить свои скрипки и дудки, и теперь впопыхах занялись этим делом при всем честном народе. Шум, гам, =с ума сойти=!",с ума сойти,195,195,2,1,True,False
"Ирина решила гнать неверного мужа из дома, но мать сказала:  Ты что, =сошла с ума=?  Кто же отдает родного мужа в чужие руки?",дома,195,82,1,2,False,False
"Кравец прикидывал =и так и сяк= и в конце концов вместе с Мартином Кроненгером нашел следующее решение: оказавшись на несколько дней в Москве, договором купли-продажи переоформил квартиру на Владислава Егоровича Прикащикова, секретаря Мартина, — с тем, чтобы, невзирая на отсутствие Кравца, Мартин Кроненгер — друг и доверенное лицо — смог бы без особой спешки найти реального покупателя и перевести деньги в Данию на имя Лениного жениха.",в конце концов,196,21,2,2,False,False
Никто не жил «=так себе=» во избежание дальнейших вопросов.,так себе,197,197,2,1,True,False
"[Сергей Федорович: Попадается на дороге старичок. =Так себе= — старичок. Бородка беленькая, сам небольшой... с меня ростом.",так себе,197,197,1,2,True,False
"И я люблю быструю езду!  =Теряю голову=. Но ведь может случиться, что старенькая колымага не сможет того, чего от неё ожидают.",теряю голову,198,198,1,3,True,False
И самое главное — за пределами постсоветского пространства Путин должен быть =тише воды ниже травы=.,тише воды ниже травы,199,199,2,1,True,False
мне =только что вот= Мотя рассказал,только что вот,200,200,1,2,True,False
"только бомбы )  чтоб сразу подложить и выдать за то, что я якобы =только что= написала…",только что,200,200,1,2,True,False
Англичане давно =точили зуб на= посла Обухова.,точили зуб на,202,202,1,2,True,False
"И надоела им, если честно, эта колбаса =хуже горькой редьки=.",хуже горькой редьки,207,207,1,2,True,False
"Дорогой Василий Михайлович, надоел я вам =хуже горькой редьки=, да и сам себе надоел еще больше.",хуже горькой редьки,207,207,2,1,True,False
"=Честное слово=, обидно ни за что ни про что концы отдать.",честное слово,208,208,2,1,True,False
"Какой же нелепой показалась ему вдруг мысль о расставанье. Так и сказал: «Не могу я больше жить без тебя, Клаша! =Честное слово=, не могу».",честное слово,208,208,2,1,True,False
"Сегодня опаздывала на репетицию, мчалась =что есть духу=, споткнулась, и тетрадь с ролью выскользнула на землю!",что есть духу,209,209,1,2,True,False
"— Я с вами уеду, я за каретой вашей побегу, если меня не возьмете, буду бежать =что есть мочи=, покамест дух из меня не выйдет.",что есть мочи,210,210,2,1,True,False
"Юра отошел назад, разбежался и головой =что было мочи= ударил немца в живот, ниже блестящей ременной пряжки.",что было мочи,210,210,1,2,True,False
Я расправил крылья во всю ширь и гаркнул =что было мочи=:,что было мочи,210,210,1,2,True,False
"Я обернулся к площади и увидел Максима Максимыча, бегущего =что было мочи=…",что было мочи,210,210,1,2,True,False
"Наконец Димка уловил темп, прыгнул и ахнул =что есть силы= прямо в того пижончика.",что есть силы,211,211,1,3,True,False
"Андрюха с выдохом лупит =что есть силы= по тугому мячу, направляя его в «дыру.",что есть силы,211,211,2,1,True,False
"С ликующим визгом устремлялась она теперь повсюду: под стол, где часто валялись упавшие листы с черновиками Баховых сказок (бумагой можно было громко шуршать, затем рвать ее на куски и с аппетитом жевать); под низкую Кларину кровать, где холмился песок, расчерченный легкими следами домашних мышей (песок можно было бесконечно долго пропускать меж пальцев, разгребать, сгребать обратно в кучу — и бить ладонью =что есть силы=, наблюдая за полетом песчаных брызг); под высокую Тильдину кровать, в пропахшие пылью щели меж старых сундуков (пыль и паутина были противны на вкус, но мягки и приятны на ощупь); за печь, где имелись и дивная жирная сажа, и липкие от смолы щепки, и сытная известковая крошка (сначала Анче подбирала ее языком с пола, а затем научилась сгрызать и слизывать с печного бока).",дома,211,82,1,2,False,False
"Прям на него пер танк, метров на пять по обе стороны все были мертвые в окопе, зашарил слепо по передней стенке и провалился в нишу, нащупал пальцами железный ком гранатной связки, немного посидел, угнувшись, вбирая сладостно нутром, с каким-то гибельным восторгом растущий лязг, натужный рокот, дождался предпоследней близости махины и, распрямившись в рост, швырнул =что было силы= связку.",в рост,211,34,1,2,False,False
Мстительница схватила Лену за волосы и принялась =что есть силы= бить головой о дерево.,что есть силы,211,211,1,2,True,False
"Побежал Купец =что есть силы=, выскочил на набережную — и к мосту.",что есть силы,211,211,1,3,True,False
"Только они всегда были нужны не сами по себе, а как система координат, чтобы место свое знать, а теперь все сломалось, сломалось, я ни слова не могу написать, ни =шагу ступить=, потому что кто же скажет, хорошо или плохо?",сами по себе,213,175,1,1,False,False
"Приперся в лабу, живет вторую неделю, в результате производительность моего труда катастрофически упала, но Стеклову-то не объяснишь… А сам Баев, спрашиваю, =язык проглотил=?  Вот и чудненько, сказал Петя куда-то в сторону, она тебя зовет — иди, побеседуй.",язык проглотил,214,214,1,2,True,False
"С каждой минутой твои =акции падают=, — важно заявил Крячко.",акции падают,218,218,1,2,True,False
"А чего ты волнуешься, — генерал захрустел в трубку утренним тостом, — ты не волнуйся. Подумаешь, =акции упали=. Какой ты, брат, нервный.",акции упали,218,218,1,2,True,False
"Сейчас же отличительными чертами группы стали позитивность и оптимизм, и делать третий подряд альбом в том же ключе означало бы =бег на месте=.",на месте,221,116,2,3,False,False
"Когда я сильно спешу, а в последнее время, пересев на достаточно мощную машину, я сильно спешу почти всегда, пробка невыносима, как холостой безрезультатный =бег на месте=.",на месте,221,116,2,3,False,False
"Дай, Бог, ему жизни, но это как бы… =бег на месте=.",на месте,221,116,2,1,False,False
"Ермолов держал карты, сощуря правый глаз; когда =бил карту=, щурил его еще больше.",бил карту,223,223,1,2,True,False
"Но вдруг у Неизвестного:  «Для меня война — это отдельно стоящее дерево, или сооружение, или бруствер, или вдруг =божья коровка=, которая по траве перед твоим носом ползет».",божья коровка,227,227,1,2,True,False
"Это были еще те мужики, которые несколько лет тому назад умело =брали на мушку= фашистов.",брали на мушку,234,234,1,2,True,False
"На остальном фронте нашего расположения в Восточной Пруссии минувшие сутки 14-го января прошли спокойно, но в районе к северо-востоку от Даркемена, близ Альт-Майгунишкен, немцы =вели атаку на= наши позиции.",вели атаку на,242,242,2,1,True,False
"Ушла в прошлое узкая специализация футболиста; отныне защитник должен уметь =вести атаку=, а нападающий — отбирать мяч и совершать подкаты.",вести атаку,242,242,2,1,True,False
"На месте национальности Иды Фрязиной тоже останется =вопросительный знак=, ибо в те времена народ еще не разложился для Эдика на национальности.",на месте,248,116,1,3,False,False
"Толстой... начал долго и обстоятельно докладывать... о предстоящем музыкальном сезоне, о =восходящих звездах= музыкального мира.",восходящих звездах,250,250,2,1,True,False
"У него в шейке мочевого пузыря была опухоль, которую через канал удалил блестяще хирург Дюфур, родившийся и учившийся в средней школе в Петербурге, сын русских французов, =восходящее светило= в медицинском мире.",восходящее светило,250,250,1,2,True,False
"=Высший сорт= — просеянная ржаная — годится для любой выпечки, зато крепкий квас получится только из =третьего сорта= — обдирной ржаной.",высший сорт,254,141,1,1,False,False
"В самом деле, если ракета сама по себе =выходит на орбиту= спутника и никакая ориентация не требуется, то почему бы не использовать для передачи параметров «Трал», который уже стоит на носителе.",сама по себе,259,175,1,2,False,False
Это =генеалогическое дерево= представит для меня как администратора значительный интерес.,генеалогическое дерево,261,261,2,1,True,False
"И хотя сам по себе чемпионат России мероприятие важное, открывающее путь на мировые турниры, он стал всего лишь =генеральной репетицией= перед событием более ответственным.",сам по себе,262,175,2,2,False,False
"Конечно, и тут Льва Ильича выручает его =двойная бухгалтерия=, позволяющая в дореволюционном прошлом России видеть только подвижничество отдельных православных святых; всякое же упоминание негативных фактов русской истории вызывает с его стороны только яростное негодование, тут же перерастающее в обвинение в «ненависти к России» в адрес тех, кто осмеливается об этих фактах напомнить.",двойная бухгалтерия,265,265,1,2,True,False
"Богодухов отказался от пустых, маскарадных, негласных потуг группы оппов, как пометили наверху внутренних оппозиционеров, противостоять духу разложения, сифонившему с вертлявых партийных верхов, и со страстью бросился в публичную стихию, которая в те торопливые дни вознесла рядового инструктора ЦК КПСС на =девятый вал= недовольства перестройкой.",девятый вал,266,266,2,1,True,False
"Только прикупил огнестрельного оружия, боеприпасов и, как ни в чем не бывало, продолжает обитать на хуторе вместе с переводчицей Эльвирой Шульц. =Держит круговую оборону=. Оптимист!",держит круговую оборону,272,272,1,2,True,False
"Для достижения этой цели могут использоваться правовые механизмы, например проведение через парламент законов, обеспечивающих =доминирующее положение= правительственной партии.",доминирующее положение,276,276,1,2,True,False
"Постсоветская Россия в лице управленческих структур разного ранга (включая структуры высшего уровня) сознательно заняла позицию слабого коммуниканта во взаимодействии с крупными мировыми субъектами, прежде всего с США, странами Западной Европы и международными финансово-экономическими организациями, где эти страны занимают =доминирующее положение=.",доминирующее положение,276,276,1,2,True,False
"Ведь если бы все девочки имели бы один и тоже возраст наступления сексуальной зрелости, а именно, как можно раньше, это должно было давать сильное преимущество с точки зрения =естественного отбора=, поскольку обеспечивало бы большее потомство.",естественного отбора,279,279,1,2,True,False
"Она… — кричал Раздутый, и я вздрагивала, как от удара кнутом, от этого местоимения =женского рода=, третьего лица, единственного числа.",женского рода,282,282,1,2,True,False
"Феминитивы (или феминативы) — слова =женского рода=, альтернативные или парные словам мужского или общего рода, обозначающим профессию или род занятий.",женского рода,282,282,1,2,True,False
"Популярный же в 1980-90-е годы образ бизнес-леди — красивой «супервумен», с легкостью затыкающей за пояс коллег-мужчин, — может отодвинуться на =задний план=, уступив место более привычному образу хранительницы домашнего очага.",дома,284,82,2,1,False,False
"В окончательном же анализе социальных явлений моменты качественного своеобразия каждого историч. этапа приобретают столь доминирующее положение, что математич. метод часто отступает на =задний план=.",доминирующее положение,284,276,2,2,False,False
"Ему в комбинезон заботливая мамаша подкладывает тщательно отобранный высушенный мох (своеобразные чукотские памперсы), и, когда надо, ребенок самостоятельно расстегивает специальный клапан, палочкой счищает этот мох, затем =клапан закрывает= и бежит дальше…",клапан закрывает,287,287,1,2,True,False
"Если в служебных и семейных отношениях вам постоянно приходится уступать, =играть вторую скрипку=, лучшая компенсация — занятие жесткими видами спорта, например борьбой.",играть вторую скрипку,293,293,2,1,True,False
"Человек, задуманный как литератор, поэт и критик, погружается в мир идей, причем идей шестовских, то есть, в сущности, в борьбу с идеями, в патетическую и как бы заранее проигранную борьбу с очевидностями, разумом и порядком, с законами природы и морали, с «дважды два четыре» и с =категорическим императивом= — во имя чего-то, что, как и у Шестова, остается у него, в общем, неназванным.",категорическим императивом,301,301,2,1,True,False
"Чем удивлял нас, одноклассников, вызывая, исключая меня, =комплекс неполноценности=.",комплекс неполноценности,306,306,2,1,True,False
"Он ведь сказал Феде Евсееву, что у Сталина =комплекс неполноценности=, связанный с философской необразованностью.",комплекс неполноценности,306,306,1,2,True,False
"Несколько лет крутилась возле них, без всякой механизации, на покупном сене, — =коэффициент полезного действия= был близок к нулю, на коров она работала.",коэффициент полезного действия,308,308,2,1,True,False
"Это я узнаю, когда начинаю интересоваться, можно ли установить такую компактную и чудодейственную технику дома. Сумма, учитывая =коэффициент полезного действия=, небольшая. Поэтому примерно половина покупателей ЭМС-тренажеров — частные лица.",дома,308,82,2,1,False,False
Автограф» этого мастера — это великолепные =крупные планы= и ракурсы.,крупные планы,313,313,1,2,True,False
"Я, конечно, очень извиняюсь, но солнце закатилось, и я совершенно ничего не вижу… =Куриная слепота=. Так уж наша порода устроена…",куриная слепота,315,315,1,2,True,False
"Поняв, что =лобовая атака= захлебнулась, Путин заявил о поддержке Яковлева, а вести правильную осаду Смольного предоставил городской прокуратуре и только что созданному полпредству.",только что,319,200,1,1,False,False
"Но когда они попадают в достаточно сильное =магнитное поле=, т.-е. в сферу значительного магнитного действия, имеющего одно определенное направление, то они в большей или меньшей степени поворачиваются, «ориентируются» по линии этого притяжения, и их собственные действия уже отчасти не уничтожают друг друга, а складываются: оправа становится сама активно-магнитной в целом и усиливает, таким образом, основной магнит.",магнитное поле,321,321,1,2,True,False
"Кроме прямого влияния на локомотивные катушки, =магнитное поле= ЛЭП косвенно влияет на них за счет наводимых в раме локомотива вихревых токов.",магнитное поле,321,321,1,2,True,False
"20. 13. Проводник массой m 20 г и длиной l 98 см помещен в однородное =магнитное поле=, индукция которого равна B 0, 02 Тл, и подключен к источнику постоянного тока.",магнитное поле,321,321,1,2,True,False
"постепенно в зверинце светает, и мы видим в прореху кусок неба. =Обман зрения=, иллюзия, уплывающее вдаль облако. Самый разгар дня.",обман зрения,341,341,1,2,True,False
"Отец советской военно-космической программы Владимир Челомей (на =переднем плане= слева) построил ракету, чтобы отправить в космос ядерную бомбу и спутник-истребитель",переднем плане,347,347,1,2,True,False
"Правду говорю. Тут, широко зевнув, =жару подбросила= Авдотья:  Кака така болесь — фершала не признают…",жару подбросила,353,353,3,2,True,False
"Когда солнце вовсе насело на мужские и женские плечи да так =поддало жару=, что лбы задымились, раздался новый ропот.",поддало жару,353,353,1,2,True,False
"Как удалось установить, соотношение обычной материи и темной является =величиной постоянной=.",величиной постоянной,359,359,1,2,True,False
"Если вы мечтали посмотреть на крутые берега полуострова, половить рыбу и прокатиться на надувной лодке мимо =птичьих базаров=, то это путешествие придётся вам по душе.",по душе,366,146,1,1,False,False
Российские авиашоу должны оставаться праздниками =с большой буквы=.,с большой буквы,369,369,2,1,True,False
"В результате при подаче углового на третьей добавленной минуте второго тайма в штрафной площадке «Спартака» собрались 22 человека, включая Чеха =с большой буквы= — вратаря гостей.",с большой буквы,369,369,1,2,True,False
"Вспоминал, как пароход то и дело =садился на мель=, как уже на Амуре его остановил красный военный катер и друзья предъявили подложные документы (настоящие были в обуви, под стельками), не имея возможности даже шепнуть о себе в окружении множества пассажиров.",садился на мель,373,373,1,2,True,False
"Когда плотник ушел опохмеленный, с меня стали =снимать стружку= сразу в двух направлениях.",снимать стружку,378,378,2,1,True,False
"На уроке анатомии учительница объясняет, что такое =спинной хребет=.",спинной хребет,379,379,1,2,True,False
"Повествуя о своей жизни, в которую, как =становая жила=, были вплетены всякие технические выдумки, всякие замыслы прирожденного конструктора-изобретателя, Бережков стремился изложить их так, чтобы они были совершенно понятными, кристаллически ясными, как он любил говорить.",становая жила,379,379,1,2,True,False
"Старая Аглая с трудом выпрямилась, какая-то главная, =становая жила= ее жизни оборвалась, и от тупой, охватившей всю ее боли она долго не могла осилить себя и встать на ноги и лишь поправляла и поправляла разметавшиеся полы халата на Анатолии Емельяновиче, а затем застыла.",встать на ноги,379,191,1,1,False,False
"Неизведанное чудилось в них Петру, будто под ногами прощупывалась =становая жила=…",под ногами,379,157,1,2,False,False
Многие =ставят знак равенства= между критическим мышлением и здравым смыслом.,ставят знак равенства,380,380,1,2,True,False
Фактически =ставится знак равенства= между доступностью темы и степенью её проработанности.,ставится знак равенства,380,380,1,2,True,False
"Некоторые некорректно =ставят знак равенства= между критическим мышлением и критиканством, осуждением.",ставят знак равенства,380,380,1,2,True,False
"Перед нею, — гость благоговейно посмотрел во тьму ночи, — легло бы письмо из =сумасшедшего дома=.",дома,382,82,1,2,False,False
"Тут, как я понял, начался настоящий =сумасшедший дом=.",сумасшедший дом,382,382,2,1,True,False
А я домой спешу.  В мой =сумасшедший дом= опаздываю. Вечером я дождался ее и сказал:,сумасшедший дом,382,382,2,1,True,False
"Заезжайте за мною, я сам с вами поеду… Говорит поэт Бездомный из =сумасшедшего дома=… Как ваш адрес? — шепотом спросил Бездомный у доктора, прикрывая трубку ладонью, — а потом опять закричал в трубку: — Вы слушаете?",дома,382,82,1,2,False,False
=Суши весла=! — сам себе скомандовал тепловик и протяжно зевнул.,суши весла,383,383,1,2,True,False
"Есть нефтедоллары — есть движение, обмелела река — приехали, =суши весла=.",суши весла,383,383,1,2,True,False
"А если =сошёл с круга=, его никто и не вспомнит.",сошёл с круга,384,384,2,1,True,False
"Тот, кто его учил, разбился, тот, кого учил он, не выдержал, =сошел с круга=.",сошел с круга,384,384,2,1,True,False
"Конечно, самолеты всегда падали и будут падать, как сходили и =сходят с рельсов= поезда, как тонут корабли и сталкиваются автомобили, как обваливаются шахты и горят дома, как, в конце концов, взрываются на старте космические ракеты.",в конце концов,385,21,1,1,False,False
"Однако двадцать километров после шахты мы промчались, будто на вороных: колея была нормальной, мужчины не филонили, и тележка шла очень ходко, только раза два колеса =сходили с рельсов=, но и тут за несколько минут мы ставили ее обратно и катили дальше.",сходили с рельсов,385,385,1,2,True,False
"Всему миру становится тут особенно ясно — так и так все будет в бездвижности, будет валом исправно валяться да еще и благодарить =тихой сапой= примется за предоставленную даром мировую мирную лежку; и зачем же тогда, само собой спрашивается, лишний раз дергаться, движеньем напрасно терзаться, бездумными поползновениями впустую трепаться, даже как бы кощунственно и не собственной тратою тратясь, будущее заедая впрок?",само собой,389,176,2,2,False,False
"Предыдущее письмо я, помните, закончил на том, что существуют две критические точки в природе: =точка замерзания=, когда вода превращается в лед, и точка кипения, когда вода превращается в пар.",точка замерзания,390,390,1,2,True,False
"Котелок щей был уже опустошен, когда подал голос Андрей Сургеев: =центр тяжести= КУК-2 смещен вперед, комбайн зарывается в землю, и устранить этот дефект уже невозможно.",центр тяжести,403,403,1,2,True,False
"То ли дело парк Дай-Нам в Хошимине, где среди прочего есть удивительная «Летающая тарелка»: сначала несколько часов (если не дней) скользишь вниз по мокрой трубе с мерцанием светодиодов и восточной музыкой, потом тебя выносит внутрь тарелки, там долго, очень долго вращаешься, как монетка в широком конусе, пока =центробежная сила= не ослабевает, и вот тут ты, совершенно офонаревший, выпадаешь в дырку — плюхаешься в бассейн; вот где космос: незабываемо.",центробежная сила,404,404,1,2,True,False
"Тогда уж я имею полное право… — изготовился к прыжку Федька. — Раз было, значит, все!  Тут уж =цепная реакция=… Я повернула к дому, поскольку свои намерения Федька осуществлял любой ценой и на долгий срок не откладывал.",любой ценой,405,104,2,2,False,False
"Поэтому, чтобы не впадать в зависимость от методики подсчета, нам приходится каждый раз разбираться — что происходит внутри =черного ящика= и какой на самом деле смысл несут в себе маркеры биологического возраста.",черного ящика,408,408,1,2,True,False
