example,found_phrase,true_index,pred_index,true_sense,pred_sense,correct_index,correct_sense
"Юля, а почему бы вам не пригласить на свою передачу вашего мужа и при всей женской аудитории не =разделать его под орех=, обвинив во всех смертных грехах, присущих мужчинам?",разделать его под орех,170,170,2,1,True,False
"Я же говорил и чувствовал, как зажгло уши. Выражался едко, иронично. — Здорово ты их, — задумчиво произнес Забродин, дослушав до конца. — Прямо =под орех=!",до конца,170,55,1,1,False,False
"Тебя кто просит =рот разевать=, скотина, молчи!",рот разевать,172,172,1,3,True,False
"[Собчак:] Я на протяжении шести лет работал с Владимиром Владимировичем, что называется, =рука об руку= и с каждым годом проникался все большим уважением к нему.",рука об руку,174,174,2,1,True,False
Была у нас в отряде ханум Каринэ. Армянка. Коммунистка. Любил ее Аршак. И она его любила. Мечтали всю жизнь пройти =рука об руку=.,рука об руку,174,174,2,1,True,False
"Они не только являются серьезным фактором риска развития мозгового инсульта — одной из ведущих причин инвалидизации и смертности населения, но и =сами по себе= существенно ухудшают качество жизни, а нередко и снижают трудоспособность.",сами по себе,175,175,1,2,True,False
Жизнь =сама собой= переменилась в сторону всевозможных обменов (меняй что хочешь на что хочешь) — и Гуров тоже менял.,сама собой,176,176,2,1,True,False
"Но уж больше никто не трогал ярусов. =Само собою= вывелся вор. Ночи долгие, как косы у пригожей девки, а дни короткие, как девичий разум.",само собою,176,176,1,2,True,False
А потом уже =само собой= пойдет поступательное движение во вне…,само собой,176,176,1,2,True,False
"Слезы текли по лицу девицы, она пыталась стиснуть зубы, но рот ее раскрывался =сам собою=, и она пела на октаву выше курьера:",сам собою,176,176,3,2,True,False
"Когда я писал «Пакет», я, конечно, меньше всего думал об инструментовке. Слова подбирались =сами собой=. Но они все-таки подбирались, рассказ этот я писал как стихи — иногда по 10 — 15 строчек в день.",сами собой,176,176,1,3,True,False
"Я признался в том и сам, и хотя у меня и все уже к отъезду было в готовности и спешить оным побуждало меня все и все, однако, как =сам собою=, так и по совету друга моего, решился я дождаться генеральского возвращения.",сам собою,176,176,3,2,True,False
"— Что это на просьбы тебя так прорвало? — Прорвет, если жить мне =с воробъиный нос= осталось.",с воробъиный нос,180,180,2,1,True,False
"Поручик дернулся, перегнулся вперед, бросил =с маху= в песок винтовку и в два прыжка очутился у самой воды.",с маху,185,185,3,2,True,False
"Замолчав, Степаша жестом рассеянного горниста поднес к губам бутылку пива «Корона», вытряс на розовый язык две светлые капли, а потом, недоуменно оглянувшись, =с размаху= катнул под диван.",с размаху,185,185,1,2,True,False
"Во всяком случае, я постоянно оборачиваюсь посмотреть — не упадет ли дом на нас, — и это спасает меня от выбитого глаза, так как шквальный порыв внезапно приносит какой-то твердый предмет, который и ударяет меня =со всего размаху= по голове.",во всяком случае,185,29,2,2,False,False
"Шина благополучно просвистела мимо, проехала еще какое-то расстояние, запнулась о неровную крышку люка, отлетела в сторону и =со всего размаха= влепилась в тощую дверь деревянной подсобки.",со всего размаха,185,185,2,1,True,False
Вперед выдвигается молчаливый бритый крепыш и =с размаха= вмазывает Музаффару по лицу мощным кулачищем.,с размаха,185,185,1,2,True,False
"Большая часть орешков попадает по лбу, а когда, хоть один залетает куда надо — ты ба-бах! — =со всего размаху= брякаешься о землю.",со всего размаху,185,185,2,1,True,False
"Так вот, взглянув на себя в роскошное дворцовое зеркало, гордость и любовь всей семьи, она =со всего маху= ка-а-ак саданет по нему своей клюкой!",со всего маху,185,185,1,2,True,False
И маленькая злая Бабка-Ёжка =со всего размаху= влетела в комнату своего соседа.,со всего размаху,185,185,2,1,True,False
В Цветаевой ничего не было от синечулочного суфражизма — она была женщиной =с головы до пят=.,с головы до пят,186,186,1,2,True,False
"Распрощавшись с работодателем, мой папа приступил со Степкой к починке прохудившейся кровли. Работали =с огоньком=. Степке от того огонька прикурить захотелось.",с огоньком,187,187,1,2,True,False
"Я лично общалась пока только с классной руководительницой (учительница биологии) — во всяком случае, явной антипатии =с первого взгляда= она не вызывает.",во всяком случае,188,29,1,2,False,False
"Лизавету-то тоже убили! =Среди бела дня= убили! — брякнула вдруг Настасья, обращаясь к Раскольникову.",среди бела дня,189,189,2,1,True,False
"По порядку: начал с левого фланга, =со стороны бора=, кончил на Большом Увале.",со стороны бора,189,189,3,1,True,False
«Читали вы “Думу”? Кто мог ожидать этого =со стороны Лермонтова=?»,со стороны лермонтова,189,189,3,1,True,False
"Ввалит денежки в перестройку, — один уже доперестраивался, страну развалил! — а потом =лапу соси=?",лапу соси,190,190,2,1,True,False
"Полей нет показательных, производство =на месте стоит=.",на месте,192,116,2,3,False,False
"Достались вы ему с богатством, с именем, =с умом=...",с умом,193,193,1,2,True,False
"Но с течением времени эти связи глохли, усыхали, потребность в общении уменьшалась, пока не =сходила на нет=.",сходила на нет,194,194,2,1,True,False
"Анисья стояла, как колос; но ведь не вечно же колосу стоять, иссушивая зерна?.. Работа, кино, книги, встречи на людях «=так и сяк=», а у себя дома — утвердившийся порядок. Никого близкого рядом; матери чуралась и ни о чем с ней не откровенничала.",у себя дома,196,82,1,2,False,False
"Это просто плохенькие сказочки, состоящие из общих мест и в содержании и в сентенциях. Перевод и =так и сяк=, но правописание немного криво.",и так и сяк,196,196,1,2,True,False
"Пьеска =так себе=, под Пшибышевского, декадентщина, а сам ключик просто серый слоненок!»",так себе,197,197,1,2,True,False
"=Так себе=, кружилось несколько пар, а остальная публика стояла вдоль стен.",так себе,197,197,2,1,True,False
сулико =теряет голову= от любви к леночке.,теряет голову,198,198,3,1,True,False
"Ликоспастов был =тише воды, ниже травы=, и тут же как-то я ощутил, что, пожалуй, он будет рангом пониже прочих, что с начинающим даже русокудрым Лесосековым его уже сравнивать нельзя, не говоря уже, конечно, об Агапенове или Измаиле Александровиче.","тише воды, ниже травы",199,199,1,2,True,False
"Жаль =только, что= не в кассу в смысле сборов — очень мало фильм собрал, имхо.","только, что",200,200,2,1,True,False
"В прошлом году об эту пору уже снег шел, если припомните, а теперь тихо, солнечно. =Только что вот= холодно… Градуса три мороза.",только что вот,200,200,2,1,True,False
"Митрий хозяйство содержит кое-как, по всякому случаю рад посидеть, =зубы поточить= да язык почесать.",зубы поточить,202,202,3,1,True,False
Парень хороший. На него все наши невесты =зубы точат=.,зубы точат,202,202,2,3,True,False
"Как узнал Зырян, что на его Зебру =точит зуб= Ухоздвигов, сел верхом на жеребчика, да и был таков.",точит зуб,202,202,2,1,True,False
"С находкой поздравляю, Глеб Мироныч! Ну, батюшка, уж есть чем похвалиться! =Убил бобра=! [ Посадник:] Ты это про кого, сударыня? Про Чермного? Он вечем поставлен есть. Об этом толковать уж нечего.",убил бобра,204,204,2,1,True,False
"Вот еще горе!  Нечего сказать, =убили бобра=. Ну что мы с ней будем делать?",убили бобра,204,204,1,2,True,False
А Вася =что было духу= пустился к котенку и в одно время с собаками подбежал к нему.,что было духу,209,209,2,1,True,False
"Рвал, разметывал в клочья свои волны рассвирепевший Вах. Бросался на полуглиссер, норовя выбросить его на берег. Старайся, Вах, давай, жми, =что есть мочи=. Только не выбросишь, силенки не хватит!",что есть мочи,210,210,3,2,True,False
"Испугалась, что к ней так никто и не подойдет, и =что было силы= заорала:",что было силы,211,211,2,1,True,False
"Слышу и вижу: молодая мать в прикиде, ребенок разнаряжен, они вылезли из иномарки, она дергает его =что есть силы= во все стороны, держа в руке мобильник или сигарету.",что есть силы,211,211,1,3,True,False
"В смокинг вышторен, побрит =что надо=.",что надо,212,212,2,1,True,False
"— Трудно, милый, а ничего не поделаешь, потому деньги теперь всякому очень нужны: без денег теперь =шагу ступить= не моги.",шагу ступить,213,213,2,1,True,False
"Клянусь, что навсегда успокоюсь и уже не =сделаю шагу= отсюда, разве что только на ближайшую ярмарку!..",сделаю шагу,213,213,1,2,True,False
"Но не страшны дурные вести, начинаем =бег на месте=.",на месте,221,116,1,1,False,False
"Стало быть, будет петь, коли об заклад побился, =божья коровка= ты этакая, плут ты этакой, Моргач!",божья коровка,227,227,2,1,True,False
"И на нём сидела красивая, блестящая на солнце =божья коровка=.",божья коровка,227,227,1,2,True,False
В хорошем состоянии машина легко =берет барьер= в 10 тысяч долларов.,берет барьер,229,229,2,1,True,False
"Когда мы прижимали его к изгороди или к стене дома, он проскальзывал мимо наших ног, когда =брали в клещи= в крапиве, куст крапивы вдруг взрывался, и петух с криком выносился из него вверх, на крышу.",дома,230,82,1,1,False,False
"Что делается, опять пираты, как триста лет назад, =берут на абордаж=, людей и судно топят.",берут на абордаж,231,231,1,2,True,False
"Приходится нанимать такси, =брать на мушку= автобус, в который заскочил специалист по порезке сумок.",брать на мушку,234,234,2,1,True,False
"=Взяв Шолохова на мушку= уже после появления первой книги «Тихого Дона», они ждали только подходящего момента, чтобы теперь уже без осечки вышибить его из седла.",взяв шолохова на мушку,234,234,2,1,True,False
"Старалась изо всех сил, думая, как хорошо будет вернуться в Панамку, =бросить якорь= и вновь вести тихую жизнь с кухней в трюме.",изо всех сил,239,71,2,1,False,False
"Мы =бросили якорь= перед Джиддой, куда нас не пустили, так как там была чума.",бросили якорь,239,239,1,2,True,False
А адъютант ему: =атаку ведут= советские войска…,атаку ведут,242,242,1,2,True,False
"Несмотря на то, что бомбы рвались то тут то там, он и сам не покидал огневых позиций, =ведя огонь по= незваным гостям, и тому же учил подчиненных.",ведя огонь по,243,243,2,1,True,False
Можешь запереться в башне из слоновой кости и =вести огонь= по всем порокам сразу.,вести огонь по,243,243,2,1,True,False
"В восьмом часу вечера писатель Леонид Андреев, живший рядом с казармами Павловского гвардейского полка, позвонил Федору Шаляпину и сообщил, что какая-то пехотная часть с Марсова поля =ведет огонь по= павловским казармам.",ведет огонь по,243,243,2,1,True,False
"Немецкие танки =вели огонь= по батальону Подчуфарова, маскируясь у остатков мертвого дома.",дома,243,82,1,1,False,False
"Но — это опять Богданов — раз так, какой смысл пытаться различать материю, природу и «=вещь в себе=»?",вещь в себе,244,244,1,2,True,False
"После этого «козыря» стояло множество =вопросительных знаков= — наверно, столько, сколько поставила рука, — и один большой восклицательный знак.",вопросительных знаков,248,248,1,2,True,False
"Подобно тому, как космический корабль, =выходя на орбиту=, неминуемо должен преодолеть полосу перегрузок, так и новый завод прежде чем =выйти на «орбиту»= ровной, ритмичной работы неизбежно проходит через серию пусков и остановок, когда «непрерывные» технологические процессы то и дело приходится прерывать, когда компрессоры и насосы то замирают, то бьются исступленно и лихорадочно, когда в пределах одной партии неожиданно оказываются совершенно разные по качеству продукты…",выходя на орбиту,259,259,2,1,True,False
"Сражавшиеся с революцией и природой дюжие деды Сергея врастают в родную землю корнями, из которых протянулось в Америку =генеалогическое дерево= довлатовского рода.",генеалогическое дерево,261,261,2,1,True,False
26 мая 1973 года утром в Малом театре была =генеральная репетиция= спектакля «Царь Федор Иоаннович».,генеральная репетиция,262,262,1,2,True,False
"Лазарев посмотрел, куда она кивала. =Глухая стена=. А вообще-то неправда! — передумала.",глухая стена,263,263,2,1,True,False
"Однако «машина» — пока лишь в компьютерной модели — вдруг =дает задний ход=, и мы не понимаем, в чем дело, пока не переводим взгляд за тысячи верст от Гренландского моря к берегам моря Лаптевых: потепление в Сибири; тайга разрастается; тундра отступает; леса поглотают все больше углекислого газа, связывая его; парниковый эффект ослабевает, и наступает новый ледниковый период?",дает задний ход,264,264,1,2,True,False
"Катило море свой =девятый вал=, и катера с фонариками ходко туда-сюда спешили, и на воду баркас спускали.",девятый вал,266,266,1,2,True,False
"В теории спокойное,  «озерное», без «=девятых валов=» место, Женева стала для Ленина планетой бурь, городом вечного кризиса.",девятых валов,266,266,1,2,True,False
"...десятью неделями позже, также в Тулуне, он вместе с приятелями провожал до дома уже другую девушку. По пути возникла ссора, где главными =действующими лицами= выступали этот самый приятель и их спутница.",дома,267,82,2,1,False,False
"Он вообще сейчас не мог соображать: все внимание его, все нервы, все несчастные интеллектуальные усилия были направлены на то, чтобы ежесекундно =держать круговую оборону= против своей возлюбленной: вот уж кто не заботился о подборе слов, кто забрасывал его вопросами, не спуская требовательных глаз с его лица.",держать круговую оборону,272,272,1,2,True,False
"Рождающийся при мне теленок, наполовину еще обитающий в матери, но уже глядящий в мои глаза своими младенческими глазами, и это — будущий бык или будущая молочная =дойная корова=!..",дойная корова,275,275,1,2,True,False
"И в самом деле: жара + 40 в тени, =дымовая завеса=, как будто все находятся на съемках остросюжетного фильма, где в тумане надо выследить преступника.",дымовая завеса,278,278,1,2,True,False
"Надлежащее наращивание потенциала предполагает, что каждая =заинтересованная сторона= сможет выполнить свою задачу в рациональном использовании лесов.",заинтересованная сторона,285,285,2,1,True,False
Ну никак не давалась ей эта «=квадратура круга=»!,квадратура круга,302,302,2,1,True,False
"Что бы я делала без этой помощи с тяжело больной Соней, думала я, когда понадобилась =кислородная подушка=, за которую надо оставлять в аптеке 50 рублей залога.",кислородная подушка,303,303,1,2,True,False
Главным препятствием здесь является трудность повышения =КПД= данного вида энергетики.,кпд,308,308,1,2,True,False
"=Крапленые карты= когорты красных куда канули, к какому краю каких кровель?",крапленые карты,310,310,2,1,True,False
"Осипов не сводил с него глаз, и в них светилось то теплое, человеческое участие, без которого, как и без веры в людей, криминалист всегда ограничен и слеп. Увы, как нередко потом мне приходилось встречать иных следователей, страдающих этой =куриной слепотой= и потому причинявших страдания, в которых не было нужды...",куриной слепотой,315,315,2,1,True,False
"За каждой ротой стучали по мерзлой земле две немецкие повозки, запряженные парами дюжих =ломовых коней=; из-под брезентов на многих повозках виднелись ломы и лопаты.",ломовых коней,320,320,1,2,True,False
"Ведь как делают ученые, раз получив от жизни какое-нибудь сильное впечатление, они остаются с ним навсегда и тащат сюда, как =ломовые кони=, возы чужих мыслей, впихивая таким образом свою находку в общее дело познания мира.",ломовые кони,320,320,1,2,True,False
Существует ли =магнитное поле= вокруг вращающегося ремня?,магнитное поле,321,321,2,1,True,False
"Не для того же государство гигантские средства расходовало, чтобы никогда не получить с них отдачи. =Мертвый капитал= — дорога, которая бездействует. Макет города, что висит в кабинете у председателя горисполкома Владимира Николаевича Павлюкова, выполнен старательно.",мертвый капитал,323,323,1,2,True,False
"Не говоря уже о том, спохватилась она, что ты просто идиотка: скорее всего, Филипп сейчас в Бургундии (лето, =мертвый сезон=), о чем прекрасно знает этот гаденыш-консьерж-помощник министра.",мертвый сезон,325,325,1,2,True,False
"Вы были Дианой, презирающей =мужской род=, с луной в прическе, с колчаном за плечами.",мужской род,327,327,2,1,True,False
"Обещают взять с собой в плавание, и потом уходят тайком =на всех парусах=, а ты остался на берегу.",на всех парусах,329,329,1,2,True,False
"Корабль медленно входил в порт. Медленно, в шторм, =на всех парусах=. Он занял половину порта, серый как скала.",на всех парусах,329,329,1,2,True,False
"Самый выразительный пример такого скольжения по =наклонной плоскости= являл собой ротмистр Бухарин, произносивший при входе в ресторан одну и ту же фразу:  «Господину офицеру стакан красного вина!»",наклонной плоскости,331,331,2,1,True,False
"И напоминал, что фирма «Крылатый Гермес» по-прежнему =на осадном положении=.",на осадном положении,332,332,2,1,True,False
"И хотя с тех пор прошло много лет, я не стала заменять в рассказах В. Л. =настоящее время= на прошедшее.",настоящее время,334,334,1,2,True,False
"Ураган эмоций. =Обратная связь= дает возможность почувствовать автомобиль. Классные педали, только по полу скользят.",обратная связь,338,338,1,2,True,False
"Несмотря на то, что представление европейца о психике дикаря основано на =оптическом обмане=, оно тем не менее играет самую выдающуюся роль во всех квазинаучных построениях антропологии и истории культуры.",оптическом обмане,341,341,2,1,True,False
"Появления НЛО списывались на происки врагов, мистификации и =оптический обман=.",оптический обман,341,341,1,2,True,False
"Гетманов потянулся к шкафику, стоявшему в простенке между окнами, постучал по нему пальцем и сказал:  Эй, друг, выходи на =передний край=. Новиков открыл дверцу шкафа, вынул бутылку коньяка и налил два синеватых толстых стаканчика.",передний край,346,346,2,1,True,False
"В переходные времена, когда хрестоматийный русский вопрос «Куда нам двигаться дальше?» вставал ребром, фантастика оказывалась неизменно на =переднем плане=, нередко принося в жертву художественность — в пользу социального прогнозирования и публицистической заостренности.",в пользу,347,116,2,3,False,False
"Небось, =перелётные птицы=, когда первый раз на юг летят, тоже прежде там не бывали, а знают же дорогу… Я не =перелётная птица=!  Может, у них карта в голове прорисована…",перелётные птицы,350,350,1,2,True,False
После протяжных уральских песен мужчины из екатеринбургского коллектива «=поддали жару=» демонстрацией уличных боев с палками.,поддали жару,353,353,3,2,True,False
"Прежде чем мы обратимся к выводам, следующим из закона гиперболического роста, выясним смысл =постоянной величины= С, которая, как легко видеть, определяет население Земли за год до особенности.",постоянной величины,359,359,1,2,True,False
"=Правая рука= Глотца Тереза Дарас, вместе с которой тридцать пять лет назад они создали бюро, выронила чашку:",правая рука,361,361,2,1,True,False
"Так что с первого этажа (от писателей) на второй (к главному редактору журнала) можно обратить строки Михаила Асламова:  «Верти, как =приводной ремень=, / Редакционный генератор».",приводной ремень,363,363,1,2,True,False
"Однажды наши с сестренкой изыскания привели нас в кафе «Ровесник». Там устраивались широкомасштабные мероприятия, =птичьи базары=. Для одиноких особей среднего возраста.",птичьи базары,366,366,2,1,True,False
"Есть Предание — =с большой буквы=, и предание — с малой.",с большой буквы,369,369,1,2,True,False
"Потом, однажды ночью, он просыпается, окруженный какими-то огненными людьми, кричит, отбивается от них. Потом больница, мешок со льдом, =смирительная рубашка=.",смирительная рубашка,376,376,1,2,True,False
Можно ли =поставить знак равенства= между волей народа и общественным мнением?,поставить знак равенства,380,380,2,1,True,False
"И в конце концов хозяева от них отстали, кажется, порешив считать телохранителей =сторожевыми псами=, не стоящими особого внимания.",в конце концов,381,21,2,2,False,False
"То есть просто так, с развеселой компанией сюда уже не выберешься — все становятся вялыми, спокойными и начинают блаженно улыбаться. =Суши весла=»  Факты: 4 в Москве, полопать от 300 русских денег, работают с 10-00 до 03-00, адрес — например, Никольская ул., 25.",суши весла,383,383,2,1,True,False
"А если и мутят, то сами =сходят с рельсов=.",сходят с рельсов,385,385,2,1,True,False
"То была замечательная пора нашей заклеенной жизни: без тонущих пароходов, без =сходящих с рельсов= поездов, без взрывающихся атомных реакторов, без эпидемий сибирской язвы, без наркомании и проституции, без терпящих катастрофу самолетов, даже без отделов «происшествий» в центральных и периферийных газетах; а на кладбищах все спокойненько…",сходящих с рельсов,385,385,1,2,True,False
"""=Тихая сапа=» — военно-инженерная работа, заключающаяся в том, что траншеи роются путем выкидки земли перед собою головным сапером, который таким образом медленно и скрытно продвигается вперед.",тихая сапа,389,389,1,2,True,False
Свобода — всегда =увеличительное стекло= ошибок власти.,увеличительное стекло,393,393,2,1,True,False
"Если реалистическое искусство можно сравнить с зеркалом, отражающим действительность, то фантастика — =увеличительное стекло=.",увеличительное стекло,393,393,2,1,True,False
"Прямолинейное центробежное движение из дому с конечной целью быть как все под влиянием =центробежной силы= эроса дает, в конце концов, движение по кругу, но сознание этого проходит, вероятно, во время окончания процесса роста мозга, в момент встречи с проблемой пола.",в конце концов,404,21,2,2,False,False
"=Черные дыры=, надо думать, все-таки излучают, но не совсем так, как говорит Хокинг.",черные дыры,407,407,2,1,True,False
"Сестра Доральда умерла на моем дежурстве. О том, что у нее было с Китом, знаю только я. Но я — доверенное лицо. Конфидент. Моя роль — это =черный ящик=.",черный ящик,408,408,2,1,True,False
