row,example,true_index,pred_index,index_correct,true_sense,pred_sense,sense_correct,true_meaning,pred_meaning,meaning_correct,all_correct
789,"Я уже поляну присмотрел, гектаров на десять. Землю копнул — черника, =пальцы оближешь=. В это время в землянку и скатился один из партизан, и уже по его белому, как мел, лицу все поняли, что случилось что-то страшное, и Трофимов рванул со стены автомат.",136,,False,1,,False,"очень вкусный, аппетитный, доставляющий удовольствие",none,False,False
792,"Как очень богатый человек он, кажется, всё оплачивает, ему так страстно хочется пробиться в эшелон писателей =первой руки=.",137,137.0,True,1,2.0,False,"известный, известен, знаменит","закоренелый, отъявленный",False,False
797,"Восстанавливая сейчас в памяти этот разговор, Слободкин подумал о Кузе. Где он теперь? Что с ним? Вернулся ли? Или попал в =первую встречную= маршевую роту?",138,,False,1,,False,"любой, случайный, оказавшийся ближайшим, безразлично какой",none,False,False
807,"30 % всей продукции фабрики составляют изделия =высших сортов= — “лобстер”,  “Петергоф”,  “радуга”,  “крем де-какао” и т.д. Ириса выпущено 50 тонн».",140,141.0,False,2,1.0,False,"очень хорошо, отлично","товар, обладающий высокими качественными признаками",False,False
819,"В день премьеры они =по всем статьям= (счет судейских голосов — 7: 0) проиграли канадцам гонку за первое место (после короткой программы лидировали канадцы, после первой произвольной — русские) в финале Гран-при.",142,142.0,True,1,2.0,False,"полный, абсолютный","полно, полностью, всеторонне",False,False
836,[Назар:] Ишь какая... Гордионка! Подожди... Я те =хвост прижму=!,144,,False,2,,False,"заставить кого-либо повиноваться, подчиниться",none,False,False
840,"Однажды отец позвал их к себе, но =по дороге= братьям встретилась водная преграда, которую можно было преодолеть на лодке.",145,145.0,True,2,1.0,False,"1 попутно, мимоходом; 2 кстати, одновременно","1 попутный; 2 заодно, вместе",False,False
882,"Можно привлечь будущего первоклашку к подготовке школьных праздников старших братьев или сестер, организовать семейное торжество =по случаю= успешного окончания им четверти, полугодия или года.",151,151.0,True,2,1.0,False,"случайно, в результате представившейся возможности","соответствен возможностям кого-чего-либо, доступен для выполнения",False,False
900,"Беспечный, бестолковый губернатор, вместо того чтоб это известие проверить, разослал по городу приглашения =по случаю= коронации императрицы.",151,151.0,True,3,2.0,False,"употребляется при указании на событие, действие, явление, явившееся причиной, поводом для другого события","случайно, в результате представившейся возможности",False,False
903,"Для установления баланса на рынке требовался равный =по силе= конкурент, обладавший достаточными технологическими и финансовыми ресурсами и готовый к тому, чтобы начать принципиально новый для себя бизнес.",151,151.0,True,1,3.0,False,"соответствен возможностям кого-чего-либо, доступен для выполнения","употребляется при указании на событие, действие, явление, явившееся причиной, поводом для другого события",False,False
967,"Эх, =поставить бы парней на ноги=, успеть бы до того, как придет беззубая... Чтобы путевыми стали. Учились бы...",158,,False,2,,False,"1 воспитать, 2 помочь стать самостоятельным",none,False,False
973,"Стыдно, стыдно, Дуня! =На Клавдеюшку руку поднимать= — рука отсохнет. Она — господня овечка.",159,,False,1,,False,"замахиваться, ударять, бить",none,False,False
989,"Эсеры строят крестьянский союз, =прибрали к своим рукам= сельских учителей, рабочее движение неудержимо растет, — выстукивал он.",164,,False,1,,False,"подчинять / подчинить, заставлять / заставить повиноваться",none,False,False
991,"Торговля была большая — и скобяная, и бакалея, три магазина держали. Компаньон все =к рукам прибрал=.",164,164.0,True,2,1.0,False,"присваивать / присвоить, захватывать / захватить завладевать / завладеть","подчинять / подчинить, заставлять / заставить повиноваться",False,False
994,"Но =приложил руку к= плите, чтобы передать родителям свое тепло, и отнял руку; камень, накаленный солнцем, стал переливать себя в более холодное тело, жар коснулся пальцев, сердце отозвалось толчком. «Спасибо», — неслышно сказал Андрей Николаевич, благодаря родителей за то, что они исказили его жизнь, родив его с вечным разладом души; сами этот разлад несли в себе, скрывая ото всех, от сына тоже, и только под конец жизни взбунтовалась в них совесть, и не бытовая, личная, а общая для всего рода человеческого.",165,165.0,True,1,2.0,False,"быть причастным к чему-либо плохому, предосудительному","основательно, серьезно заниматься / заняться чем-либо, кемлибо",False,False
1001,"Не хотелось бы, чтобы мысли =про себя= стали достоянием всех.",166,166.0,True,1,2.0,False,"мысленный, внешне не выраженный, внутренний","1 молча, не вслух; 2 не выражая внешним образом, в уме, в душе; 3 тихо, ни к кому не обращаясь, сам с собой",False,False
1008,"Михайло Платоныч очень даже умел себя показать: =протер глазки-то= своим миллионам, немного от них осталось наследникамто.",167,167.0,True,2,1.0,False,"промотать, прокутить","проснуться, очнуться, прийти в себя от какой-либо неожиданности",False,False
1009,"Хотел я туда сходить, =пустить петуха= еще раз, но пожалел его ребятишек.",168,168.0,True,1,2.0,False,"устроить пожар, поджечь","фальшивить, сорвавшись на высокой ноте, издавать пискливые звуки",False,False
1011,"Тенор =пустил петуха=, публика на минуту замерла, а затем произошел взрыв.",168,168.0,True,2,1.0,False,"фальшивить, сорвавшись на высокой ноте, издавать пискливые звуки","устроить пожар, поджечь",False,False
1014,"Недавно его =разделали под орех= в пяти (!) разоблачительных публикациях бумажного «Русского экспресса», а некая еврейская община обрушила на него Уголовный кодекс канадской Фемиды.",170,170.0,True,1,2.0,False,"сильно ругать, критиковать кого-либо","делать что-либо основательно, хорошо",False,False
1017,"Уже в ранней юности я попала в потрясающую компанию — Андрей Тарковский, Юлик Файт, Гена Шпаликов... Весь цвет тогдашней молодой интеллитенции. Я сидела и слушала их, буквально =разинув рот=.",172,,False,3,,False,"крайне изумляться, удивляться",none,False,False
1018,"Первый раз в жизни Димка видел живого поэта, да не поэта даже, а поэтессу. Он и =рот раскрыл=.",172,172.0,True,3,1.0,False,"крайне изумляться, удивляться","начинать / начать говорить что-либо, высказывать свое мнение",False,False
1024,"=Рука об руку= с этой централизацией или экспроприацией многих капиталистов немногими развивается кооперативная форма процесса труда во все более и более широких, крупных размерах, развивается сознательное техническое применение науки, планомерная эксплуатация земли, превращение средств труда в такие средства труда, которые допускают лишь коллективное употребление, экономизирование всех средств производства путем употребления их как средств производства комбинированного общественного труда, вплетение всех народов в сеть всемирного рынка, а вместе с тем интернациональный характер капиталистического режима.",174,174.0,True,2,1.0,False,"1 взявшись за руки, рядом; 2 вместе, в тесном единстве","близкий, тесный, совместный",False,False
1028,"Выход за пределы поля для празднования гола =сам по себе= разрешается, однако необходимо, чтобы игроки вернулись на площадку как можно скорее.",175,175.0,True,2,1.0,False,"самостоятельно, отдельно, независимо ни от чего","отдельно взятый, как таковой по своей сущности",False,False
1030,"Он не понимал, за что он должен его жалеть, это. чувство возникало =само по себе= где-то в глубинах души.",175,175.0,True,2,1.0,False,"самостоятельно, отдельно, независимо ни от чего","отдельно взятый, как таковой по своей сущности",False,False
1032,— А земля =сама по себе= какая? — Хорошая. Земля быть плохой не может.,175,175.0,True,1,2.0,False,"отдельно взятый, как таковой по своей сущности","самостоятельно, отдельно, независимо ни от чего",False,False
1039,Это явление =само по себе= долго удивляло биологов.,175,175.0,True,1,2.0,False,"отдельно взятый, как таковой по своей сущности","самостоятельно, отдельно, независимо ни от чего",False,False
1043,"И так как господин Прохарчин в свое последнее время, то есть с самых тех пор, как стал жить в компании, тоже чрезвычайно как полюбил обо всем узнавать, расспрашивать и любопытствовать, что, вероятно, делал для каких-то собственных тайных причин, то сношения обеих враждебных сторон начинались без всяких предварительных приготовлений и без тщетных усилий, но как будто случаем и =сами собою=.",176,176.0,True,2,1.0,False,"по сути, по своим внутренним качествам, свойствам","без усилий, без чьей-либо помощи, легко",False,False
1050,"И мне чаще всего совсем не хочется знать, как что-то устроено. Просто узнается об этом =само собой=. Или кто-нибудь крикнет: «Посмотри, посмотри…",176,176.0,True,1,3.0,False,"без усилий, без чьей-либо помощи, легко",выражение справедливости высказывания,False,False
1053,"=Само собой=, ни о каком образовании не могло быть речи.",176,176.0,True,3,2.0,False,выражение справедливости высказывания,"по сути, по своим внутренним качествам, свойствам",False,False
1060,"И она как-то написалась =сама собою=: уверяю, что я не думал о соответствии какой-то политической ситуации.",176,176.0,True,2,1.0,False,"по сути, по своим внутренним качествам, свойствам","без усилий, без чьей-либо помощи, легко",False,False
1063,"Степан не махал кулаками впустую. Бил прицельно. =Валил с ног= рассвирепевших, захмелевших мужиков.",177,,False,1,,False,"опрокинуть, повалить",none,False,False
1064,"Еще молодым парнем поспорил с дружками, что =сшибет кулаком жеребца с ног=.",177,,False,1,,False,"опрокинуть, повалить",none,False,False
1065,На их (ссыльных. — Авт.) долю выпали самые трудные испытания. Они ломали и без того измученных людей. Они =валили с ног= молодых.,177,,False,2,,False,"одолеть, лишить уверенности, душевного равновесия, здоровья",none,False,False
1080,"И я-то, дурак, подписал, мать твою… Он =с размаху= бросил трубку. Я постоял, посмотрел на секретаря-машинистку, почесал лоб — ничего не понял — и поплелся к себе домой.",185,185.0,True,2,1.0,False,"не обдумав, без подготовки, сразу, непроизвольно, мгновенно","1 размахнувшись, со всей силы, 2 сохраняя инерцию движения, скорость",False,False
1081,"С пригорка видно: берегом двое летят на лыжах — и прямо вниз, в море, по голубому теплому льду, через лывы и трещины, без разбору, =с маху=.",185,185.0,True,2,1.0,False,"не обдумав, без подготовки, сразу, непроизвольно, мгновенно","1 размахнувшись, со всей силы, 2 сохраняя инерцию движения, скорость",False,False
1087,"Потом он вдруг, шлепнувшись о Ведерникова =с маху=, троекратно его обнял, так что Ведерников почувствовал его упругие карманы и горелый, кислый дух его колючей бороды.",185,185.0,True,2,1.0,False,"не обдумав, без подготовки, сразу, непроизвольно, мгновенно","1 размахнувшись, со всей силы, 2 сохраняя инерцию движения, скорость",False,False
1093,"Смотри, борода, денег не возьму!» — =с размаху= всаживают нож в черно-зеленый полосатый бок, раздается хруст, и вот над толпой на конце длинного ножа трепещет красный треугольник — алая, истекающая соком живая ткань вся в розовых жилках, клетках, крупинках и кристаллах.",185,185.0,True,2,1.0,False,"не обдумав, без подготовки, сразу, непроизвольно, мгновенно","1 размахнувшись, со всей силы, 2 сохраняя инерцию движения, скорость",False,False
1118,"Как-то раз я имел дело с одним простым и милым человеком из деревни под Кимрами; он и попросил: мол, как еще приедешь, привези бутылку водки, которой в ту пору в Кимрах было днем =с огнем= не найти; я привез, отдал и не хотел брать денег, но потом понял, что, если не возьму, мне придется с ним спорить об этих деньгах до скончания века, — и тогда взял, чтобы он только отвязался; а через неделю знакомые, жившие неподалеку, сказали, что Федор, обычно не баловавший их вниманием, на этой неделе заходил четырежды и всякий раз подолгу, с витиеватыми подробностями рассказывал, какой я жадный: привез бутылку водки и взял с него за это деньги; и, по их словам, в его устах этот поступок выглядел очень некрасиво…",187,187.0,True,1,2.0,False,"увлеченный, страстный","увлеченно, страстно",False,False
1121,"Голова кругом идет!  А любовь =с первого взгляда=?  Может, она лишь воспоминание о страстях, разыгравшихся в параллельном мире?",188,188.0,True,2,1.0,False,"мгновенно, моментально",мгновенный,False,False
1122,"Впрочем, =с первого взгляда= легко ошибиться, — посетовал Будяев.",188,188.0,True,1,2.0,False,мгновенный,"мгновенно, моментально",False,False
1124,"Влюбилась я в ПА даже не =с первого взгляда=, а так, как будто я его любила еще до своего рождения и только вспомнила заново старую любовь.",188,188.0,True,2,1.0,False,"мгновенно, моментально",мгновенный,False,False
1125,"Они посмотрели друг другу в глаза и… да, это была любовь =с первого взгляда=!",188,188.0,True,2,1.0,False,"мгновенно, моментально",мгновенный,False,False
1148,"Не зря говорят в народе «ложиться на голодный желудок», а не «на голодное брюхо дневать» или «с утра =сосать лапу=», хотя голодуют люди и на заре, и в полдень, и на розовом закате.",190,190.0,True,1,2.0,False,"голодать, скудно питаться","бездействовать, жить без запросов и высоких стремлений",False,False
1152,"Много разъезжая с гастролями по России и по другим странам, я стараюсь в последние годы (очень непростые для становления творческой молодежи) всячески помогать молодым певцам «=встать на ноги=».",191,191.0,True,2,1.0,False,"делаться самостоятельным, приобретать независимое положение, окрепнуть","выздороветь, поправиться от болезни",False,False
1176,"Как бы слабо она в нем ни теплилась, она не успела =сойти на нет=, не гасла последней точкой, а оборвалась, вся, какая в нем была, — фронтом, водопадом.",194,,False,2,,False,"исчезнуть, сгладиться",none,False,False
1178,Тем не менее вера в предсказательную силу теломер постепенно =сходит на нет=.,194,194.0,True,1,2.0,False,"терять значимость, смысл, становиться бессмысленным","исчезнуть, сгладиться",False,False
1197,"Часа четыре ломали =и так и сяк=, — ответил седой, — и фельдшер был и доктор — всех частей сбор.",196,196.0,True,2,1.0,False,"по-разному, по-всякому","1 сносный; 2 заурядный, ничего особенного собой не представляющий",False,False
1202,"Не говоря уже об обгоревшем фельдшере, который =так себе= — сбоку припека.",197,197.0,True,1,2.0,False,"ничего собой не представляющий, обычный","1 ни плохо, ни хорошо, посредственно, 2 <без особых намерений, цели, повода, причины",False,False
1208,"Такие гуси, как Козырев... храбрятся только в отсутствие законных супруг. В мирное время они =тише воды, ниже травы=.",199,199.0,True,1,2.0,False,"робкий, скромный, незаметный","робко, скромно, незаметно",False,False
1221,"Знаете что, приходите ко мне через часок. Посидим, поболтаем, =поточим зубы=.",202,202.0,True,3,1.0,False,пустословить,"злиться, стремиться навредить",False,False
1222,"Надо учитывать, что сейчас подобные тенденции могут использовать соседние страны, давно =точащие зуб на= нашу Сибирь и Дальний Восток, якобы захваченного Россией путем подавления местного населения.",202,,False,1,,False,"злиться, стремиться навредить",none,False,False
1233,"Марья... поклонилась в пояс. — Ты мне, говорит, в тюрьме за мужа был... Ну а теперь, говорит, послушай, что я тебе скажу: когда я уже из тюрьмы вышла, то больше =по рукам ходить= не стану.",206,161.0,False,2,1.0,False,"вступать в половые сношения, иметь связи со многими мужчинами","1 в непосредственной близости, рядом; 2 имеется в наличии",False,False
1239,"Если бы Рябовский не дал =честного слова= художникам, что он проживет с ними здесь до 20 сентября, то можно было бы уехать сегодня же.",208,,False,1,,False,обещание,none,False,False
1247,"Практика, она помогает чувствовать мотор! — многозначительно добавляет Мизеев. — Без опыта, без практики человек нажал бы сейчас на газок, ну, помчался бы =что есть духу=.",209,209.0,True,2,1.0,False,"очень быстро, стремительно",очень громко,False,False
1250,"Все ж бегу =что есть мочи= на сцену. Глядь, русалка! В глазищах испу!! — Забирай-ка ты эту сирену, — Говорит оскандаленный друг.",210,210.0,True,2,1.0,False,"быстро, стремительно, стремглав","очень громко, неистово, исступленно",False,False
1251,"Мать ее (Анисьи Головни. — Авт.), Авдотья Головешиха, стоя на санях-розвальнях, кричала дочери =что есть мочи=, чтоб та вернулась.",210,210.0,True,1,2.0,False,"очень громко, неистово, исступленно","быстро, стремительно, стремглав",False,False
1257,"Медведь ухал, шпарил =что есть силы=.",211,211.0,True,3,1.0,False,"очень быстро, стремительно",очень громко,False,False
1279,"Нынче взяток не берут. Это бывало раньше, =шагу нельзя шагнуть= без того, чтобы не дать или не взять.",213,,False,2,,False,невозможно обойтись без чего-либо,none,False,False
1280,"Но я именно так к верующим и отношусь — как к инвалидам, которые без своих костылей =шагу сделать= не могут.",213,213.0,True,2,1.0,False,невозможно обойтись без чего-либо,"не давать свободно действовать, поступать",False,False
1284,У них знатные щи варят — =язык проглотить= — продолжал дядя Елистрат.,214,214.0,True,2,1.0,False,очень вкусный,"замолчать, перестать говорить",False,False
1289,"Наоборот, Гегель вслед за Кантом и другими немецкими философами придает личности =абсолютное значение= именно за счет того, что признает ее «укорененной» в Абсолюте.",216,216.0,True,2,1.0,False,"особая важность, значительность предмета, явления, действия в жизни","количество, рассматриваемое безотносительно к знакам (+) или (-)",False,False
1291,"Что жизнь постоянно вырывается из её «доверительного управления», =акции падают=, обязательства растут.",218,218.0,True,2,1.0,False,шансы на успех снижаются,понижается стоимость ценных бумаг,False,False
1295,Я еще раз прочитал все отклики в хронологической последовательности от Всеволжска до Миннесоты — и убедился: мои =акции падают=.,218,218.0,True,2,1.0,False,шансы на успех снижаются,понижается стоимость ценных бумаг,False,False
1297,"Как вы думаете, насколько =упадут акции= компаний по недвижимости во Флориде?",218,,False,1,,False,понижается стоимость ценных бумаг,none,False,False
1304,Москва в очередной раз предлагает Грузии совместно бороться с терроризмом. Вновь =бить карту= визового режима.,223,223.0,True,2,1.0,False,"обнаруживать чьи-либо тайные замыслы, намерения",покрывать карту партнера старшей картой в карточной игре,False,False
1306,Восстание полка в общей обстановке последних дней означало почти наверняка =битую карту= царизма.,223,223.0,True,2,1.0,False,"обнаруживать чьи-либо тайные замыслы, намерения",покрывать карту партнера старшей картой в карточной игре,False,False
1310,"Он [генерал] только егозит и петушится, а на деле он =божья коровка= и к этой службе совершенно неспособен.",227,227.0,True,2,1.0,False,"тихий, кроткий, безобидный, не умеющий постоять за себя человек","семейство жуков длиной 4—7 мм красной, желтой или белой окраски с черными пятнами, истребляющее тлю и других вредных насекомых",False,False
1312,"Ничего нет утомительнее, как видеть эту криспацию руки во всех ролях, без различия настроений, и вызванную только тем, что сжатый кулак ему помогает «=взять барьер=».",229,229.0,True,2,1.0,False,преодолевать трудности,совершать прыжок через искусственное препятствие,False,False
1316,"Мама, можно сказать, сражалась одна, и тем дороже для нее было даже мало-мальское поощрение и каждый сдвиг, каждый =взятый барьер=.",229,,False,2,,False,преодолевать трудности,none,False,False
1318,"Они визжали, =брали барьеры=, устраивали шалаш под столом, а взрослые пировали — когда вместе с ними, когда отдельно.",229,,False,1,,False,совершать прыжок через искусственное препятствие,none,False,False
1327,=Брать на абордаж»= — это значит атаковать какой-нибудь корабль с воды.,231,231.0,True,1,2.0,False,"(морск.) атаковать корабль противника своим кораблем, подойдя к нему вплотную для сцепления с ним","1 «захватывать всем вместе, толпой (автобус, трамвай и т.п.)», 2 «действовать решительно по отношению к кому-либо»",False,False
1329,"Хорошо бы и христианам «=брать на буксир»= отстающих, взаимно назидать друг на друга, по заповеди апостола.",232,232.0,True,2,1.0,False,"передавая свой опыт, уменье, знания и т. п., помогать подтянуться кому-либо в работе, учебе",тянуть за собой на канате поврежденное судно,False,False
1330,"Или с бакштова отрывается шлюпка и ее несет в море, — он нагоняет ее, =берет на буксир= и доставляет командиру.",232,232.0,True,1,2.0,False,тянуть за собой на канате поврежденное судно,"передавая свой опыт, уменье, знания и т. п., помогать подтянуться кому-либо в работе, учебе",False,False
1336,"Школы, в которых вольготнее себя чувствует улица, чем педагогика. Наркомания, которая =берет на прицел= учебные классы...",236,236.0,True,2,1.0,False,"сосредоточивать внимание на ком-либо или на чем-либо, наблюдать, следить за кем-либо или за чем-либо",прицеливаться в кого-либо или что-либо,False,False
1342,"Наше продвижение по Кубани трудно, почти каждую станицу =берем с бою=.",238,,False,1,,False,занимать территорию в результате победы в бою,none,False,False
1345,Не =бросила якорь= на полпути к заветному берегу.,239,239.0,True,1,2.0,False,"команда опустить на дно металлический стержень с лапами для удержания на месте судна, бакена, плавучего маяка и т.п.",останавливаться где-либо устраиваться на постоянное жительство,False,False
1355,Сотни советских тяжелых орудий =вели огонь= из Заволжья.,243,243.0,True,1,2.0,False,вести стрельбу из различных видов оружия на поражение целей,"выявлять недостатки, критиковать",False,False
1360,"Недавно газеты сообщили о том, что некий лесник под Костромой =вел огонь= из берданки по окружавшим его заимку «чеченским террористам».",243,243.0,True,1,2.0,False,вести стрельбу из различных видов оружия на поражение целей,"выявлять недостатки, критиковать",False,False
1367,"Площадь круга египтяне вычисляли, =возводя в квадрат= 8/9 его диаметра.",245,245.0,True,1,2.0,False,"(мат.) ‹алгебраическое действие, заключающееся в умножении числа самого на себя",сильно преувеличивать,False,False
1368,"Левая сторона уравнения показывает, что при возведении длины в третью степень, на правой стороне толщина =возводится в квадрат=.",245,245.0,True,1,2.0,False,"(мат.) ‹алгебраическое действие, заключающееся в умножении числа самого на себя",сильно преувеличивать,False,False
1372,"Национальность богини юности не указана, вместо нее в словаре помещен =вопросительный знак=.",248,248.0,True,1,2.0,False,"(лингв.) «знак препинания, ставящийся в конце вопросительного предложения","загадка, сомнение, неизвестность",False,False
1376,"По русской географии экзаменовал заслуженный профессор статистики и автор трудов по военной географии генерал Золотарев, а по иностранной — молодой полковник Христиани, =восходящее светило= академии.",250,250.0,True,1,2.0,False,"(астр.) светило, появляющееся из-под горизонта; в этот момент его высота равна 0","человек, люди, начинающий(-ие) приобретать славу, получать известность в какой-либо области знания или деятельности",False,False
1378,"=Восходящая звезда= российской легкой атлетики, как часто называют Наталью, так же как и на сиднейской олимпиаде «прокололась» на прыжках в длину.",250,250.0,True,2,1.0,False,"человек, люди, начинающий(-ие) приобретать славу, получать известность в какой-либо области знания или деятельности","(астр.) светило, появляющееся из-под горизонта; в этот момент его высота равна 0",False,False
1387,"Кроме первого и =второго сорта= существовало и так называемое «кошачье мясо» — то есть низкосортное, годящееся лишь для животных.",254,254.0,True,1,2.0,False,"товар, обладающий невысокими качественными признаками",в,False,False
1388,"Правда, славы =высшей пробы= — славы, как и предсказывал когда-то Городецкий, народного поэта!",258,258.0,True,2,1.0,False,"настоящий, подлинный","высокое количественное содержание золота, серебра и платины в лигатурном сплаве, из которого изготовляются ювелирные изделия",False,False
1389,"Слушай, да ты просто ни дать ни взять доктор Швейцер. Гуманист =высшей пробы=. Тебе нужно не в больнице работать, а в какую-нибудь миссию завербоваться, в Африку, на эпидемию очередной смертельной заразы.",258,258.0,True,2,1.0,False,"настоящий, подлинный","высокое количественное содержание золота, серебра и платины в лигатурном сплаве, из которого изготовляются ювелирные изделия",False,False
1395,"Затем — сбор компрометирующих данных на тех политиков, которые тайно поддерживали Гитлера в его борьбе против Веймарской республики, а сейчас — по еле заметным признакам, но, однако, вполне симптоматичным — =выходят на орбиту=, путь из которой один — к руководству в государственном аппарате Германии.",259,259.0,True,2,1.0,False,стать популярным,"— (астр.) «выйти на путь движения небесного тела представляющий собой окружность, параболу или гиперболу",False,False
1400,"Багровый остров или =генеральная репетиция= в театре пьесы Жюля Верна с музыкой», поставленный в 1928 году, блистательно показывал «идейную стражу» коммунистической власти.",262,262.0,True,1,2.0,False,"последняя репетиция перед спектаклем, концертом",подготовка к чему-либо,False,False
1406,"У нее была четкая уверенность. Ничего не изменится, она может делать все, что угодно. Тут стоит =глухая стена=, ничего, кроме глупости и неловкости, из ее поступков не выйдет.",263,,False,2,,False,безразличное отношение к чему-либо,none,False,False
1407,"Им дали это имя потому, что они, подобно крабам, могут бегать боком и даже =давать задний ход=.",264,264.0,True,1,2.0,False,(трансп.) начать движение в обратном направлении,"отказаться от прежде сказанного, сделанного",False,False
1420,"Задача: превратить страну, в которой сегодня главное =действующее лицо= – контролер, в страну, где главным лицом станет творец, строитель, созидатель.",267,267.0,True,2,1.0,False,"участник какого-либо дела, события и т.п.",герой литературного произведения,False,False
1427,На холмистом восточном берегу Сожа =держат оборону= наши войска.,272,272.0,True,2,1.0,False,защищаться от чьих-либо нападок,"линия обороны, образующая замкнутую цепь вокруг охраняемого пункта",False,False
1428,"Флотские =держали оборону= долго, но 6 мая 2012 года главком флота адмирал Владимир Высоцкий, сопротивлявшийся переезду, был отправлен в отставку.",272,272.0,True,2,1.0,False,защищаться от чьих-либо нападок,"линия обороны, образующая замкнутую цепь вокруг охраняемого пункта",False,False
1437,"Христианство, являясь религией, весь пафос которой направлен на то, что будет после смерти, придает первостепенное значение Страшному суду, и потому этот сюжет занимает =доминирующее положение= в христианском искусстве.",276,276.0,True,2,1.0,False,"господствующее, основное, преобладающее место",исключительное положение хозяйствующего субъекта или нескольких субъектов на рынке товара,False,False
1439,На первом плане =доминирующее положение= занимает массивный свод с циркульной аркой в центре.,276,276.0,True,2,1.0,False,"господствующее, основное, преобладающее место",исключительное положение хозяйствующего субъекта или нескольких субъектов на рынке товара,False,False
1440,"Имела место как бы =дымовая завеса=, прикрывающая ущемление деревни в части энергетики со стороны правительства.",278,278.0,True,2,1.0,False,мероприятие для сокрытия тайных замыслов,"искусственно создаваемая полоса дыма, скрывающая от противника боевой участок",False,False
1444,"Получается, что =естественный отбор= по каким-то причинам способствовал рассогласованию процессов старения женского организма.",279,279.0,True,1,2.0,False,(биол.) «процесс дифференцированного выживания и воспроизведения в ходе эволюции,"выделение кого, чего-либо из какой-либо среды, основанное на наличии лучших качеств, достоинств",False,False
1457,"Улучшает контраст и глубину изображения посредством цифрового понижения уровня =заднего плана=, оставляя яркие области без изменений.",284,,False,1,,False,"то, что не составляет главного содержания картины, является менее важным, не изображается впереди",none,False,False
1462,"Одностороннее расторжение договора, как правило, не допускается, и =заинтересованная сторона= вправе обжаловать подобные действия в суде.",285,285.0,True,1,2.0,False,одна из двух участвующих в судебном заседании сторон: ответчик или истец,"человек, преследующий выгоду в какомлибо деле",False,False
1464,"Дождь начинался внезапно, как и внезапно обрывался, словно кто в небе =закрывал клапан=, а потом, пронизанный лучами, уходил от нас, падая в море и на острова золотой пряжей.",287,287.0,True,2,1.0,False,"остановить, заставить замолчать, не давать говорить","затворить крышкой проход пару, газу или жидкости в механизм",False,False
1467,"Онъ подумалъ и велѣлъ послать сказать музыкантамъ, что вечеромъ онъ самъ сядетъ съ ними въ оркестръ и будетъ =играть вторую скрипку=.",293,293.0,True,1,2.0,False,"(муз.) исполнять на скрипке в струнном или симфоническом оркестре вторую, сопровождающую партию","быть в тени, выполнять неглавную роль в каком-либо деле",False,False
1471,Человек редко =играет главную роль= в собственной жизни.,294,294.0,True,2,1.0,False,главенствовать в чем-либо,(театр.) играть на сцене главное действующее лицо пьесы,False,False
1477,Моему 1-му полку приказано было =идти в арьергарде=.,298,298.0,True,1,2.0,False,"(воен.) находиться в замыкающей часта сил боевого подразделения, выделяемой для прикрытия с тыла отхода главных сил, обеспечение их отрыва от наступающего противника","отставать от каких-либо процессов, происходящих в общественной или частной жизни",False,False
1480,"А ведь это их =категорический императив=, их ultimo ratio, они должны, они иначе не могут.",301,301.0,True,2,1.0,False,"настоятельная необходимость совершения чего-либо, требования времени, эпохи","абсолютное и безусловное требование морального закона, не принимающее более высоких установок и целей, этический закон, действующий с неуклонностью законов природы",False,False
1481,Причем циничный служебный императив поведения выдавался за моральный =категорический императив=.,301,301.0,True,2,1.0,False,"настоятельная необходимость совершения чего-либо, требования времени, эпохи","абсолютное и безусловное требование морального закона, не принимающее более высоких установок и целей, этический закон, действующий с неуклонностью законов природы",False,False
1484,"Еще одна =квадратура круга=: это предложение нельзя принять (в бюджете нет денег), но нельзя и отклонить: ясно, что в нынешнем виде система здравоохранения, особенно в бедных регионах, уже не имеет морального права называться таковой — здоровья с ней не сохранишь.",302,302.0,True,2,1.0,False,"неразрешимая загадка, задача","(мат.) название древней математической задачи — построения при помощи линейки, циркуля квадрата, равного по площади заданному кругу. решить эту задачу не удавалось многим поколениям математиков. в 1882 г. было доказано, что это в принципе невозможно",False,False
1493,"Что это у вас за местечковый =комплекс неполноценности=, выкиньте вы эту чушь из головы!",306,306.0,True,2,1.0,False,"робость, неуверенность в себе, ущербность",(псих.) аффективная реакция индивида на действительные или воображаемые психические или физические недостатки,False,False
1500,"12. 27. Чему равен =КПД= гидростанции, если подача воды равна 6 м 3/ с, высота плотины 20 м, а мощность станции 880 кВт?",308,308.0,True,2,1.0,False,"доля положительного влияния чего-либо на какой-то процесс, событие","величина, показывающая, какая часть затрачиваемой энергии превращается в полезную работу",False,False
1501,"=КПД= самый высокий, поэтому и хороша эта машина в эксплуатации, — первый опять подмигнул Димке.",308,308.0,True,1,2.0,False,"величина, показывающая, какая часть затрачиваемой энергии превращается в полезную работу","доля положительного влияния чего-либо на какой-то процесс, событие",False,False
1505,"Как было показано, мир находится в стадии медленного роста эффективности альтернативной энергетики, =КПД= ее источников электричества увеличивается недостаточно быстро.",308,308.0,True,1,2.0,False,"величина, показывающая, какая часть затрачиваемой энергии превращается в полезную работу","доля положительного влияния чего-либо на какой-то процесс, событие",False,False
1506,"Мозаика:  
  =Крапленые карты= географии   На протяжении веков фабриковали и подделывали не только исторические документы, но и географические карты.",310,310.0,True,2,1.0,False,"обман, фальсификация","карты, отмеченные шулерским крапом (условной пометкой)",False,False
